idp_code,district_name,IDP_Site
CCCM-SO1901-0044,Dhuusamarreeb,Ujuuran
CCCM-SO1901-0045,Dhuusamarreeb,Ulo Dheer
CCCM-SO1901-0046,Dhuusamarreeb,Xagay
CCCM-SO1901-0047,Dhuusamarreeb,Xareed
CCCM-SO1901-0048,Dhuusamarreeb,Ceel Xaamud
CCCM-SO1901-0049,Dhuusamarreeb,Dawacoley
CCCM-SO1901-0050,Dhuusamarreeb,El Kayof
CCCM-SO1901-0051,Dhuusamarreeb,Gargaar
CCCM-SO1901-0052,Dhuusamarreeb,Hillaac
CCCM-SO1901-0055,Dhuusamarreeb,Shalxad
CCCM-SO1901-0056,Dhuusamarreeb,Suban
CCCM-SO1901-0058,Dhuusamarreeb,Xerta Shikh Calinuur
CCCM-SO1901-0059,Dhuusamarreeb,Bali Gudle
CCCM-SO1901-0060,Dhuusamarreeb,Seddex Labi
CCCM-SO1901-0061,Dhuusamarreeb,Joolaal
CCCM-SO1901-0062,Dhuusamarreeb,Dooxa
CCCM-SO1901-0063,Dhuusamarreeb,Shabeelle
CCCM-SO1901-0064,Dhuusamarreeb,Tuulo Qodax
CCCM-SO1902-0001,Cabudwaaq,Ajuuraan
CCCM-SO1902-0003,Cabudwaaq,Baal Goray
CCCM-SO1902-0005,Cabudwaaq,Baligiish
CCCM-SO1902-0006,Cabudwaaq,Barre Dheere
CCCM-SO1902-0007,Cabudwaaq,Kulmiye
CCCM-SO1902-0008,Cabudwaaq,Danwadaag
CCCM-SO1902-0009,Cabudwaaq,Dayacan
CCCM-SO1902-0010,Cabudwaaq,Farjano
CCCM-SO1902-0011,Cabudwaaq,Jaqafaabir
CCCM-SO1902-0012,Cabudwaaq,Kaxandhaale
CCCM-SO1902-0013,Cabudwaaq,Laandheer
CCCM-SO1902-0014,Cabudwaaq,Mahad Alle
CCCM-SO1902-0015,Cabudwaaq,Mareere
CCCM-SO1902-0017,Cabudwaaq,Salaama
CCCM-SO1902-0018,Cabudwaaq,Tawakal
CCCM-SO1902-0019,Cabudwaaq,Wadajir
CCCM-SO1902-0020,Cabudwaaq,Xurfada
CCCM-SO1902-0021,Cabudwaaq,Alla Amin
CCCM-SO1902-0022,Cabudwaaq,Qorraxeey
CCCM-SO1902-0023,Cabudwaaq,Samsam
CCCM-SO1902-0027,Cabudwaaq,Badbaado
CCCM-SO1902-0028,Cabudwaaq,Daryeel
CCCM-SO1902-0029,Cabudwaaq,Guulwade
CCCM-SO1902-0030,Cabudwaaq,Laanjabane
CCCM-SO1902-0031,Cabudwaaq,Qalaanqale
CCCM-SO1902-0032,Cabudwaaq,Sangod
CCCM-SO1902-0033,Cabudwaaq,Somaliwayn
CCCM-SO1902-0034,Cabudwaaq,Tabaarak
CCCM-SO1903-0001,Cadaado,Badbaado
CCCM-SO1903-0002,Cadaado,Daryeel
CCCM-SO1903-0003,Cadaado,Hebed
CCCM-SO1903-0005,Cadaado,Karama/Camp
CCCM-SO1903-0006,Cadaado,Kulmiye
CCCM-SO1903-0007,Cadaado,Bari
CCCM-SO1903-0008,Cadaado,Hilac
CCCM-SO1903-0009,Cadaado,Ceymis
CCCM-SO1903-0010,Cadaado,Xara Dheere
CCCM-SO2001-0002,Belet Weyne,Alla - Bari
CCCM-SO2001-0003,Belet Weyne,Alla-Amin2
CCCM-SO2001-0004,Belet Weyne,Alla-Suge
CCCM-SO2001-0109,Belet Weyne,Alle Amin 1
CCCM-SO2001-0006,Belet Weyne,Arlaadi
CCCM-SO2001-0089,Belet Weyne,Asal
CCCM-SO2001-0007,Belet Weyne,Ayaan
CCCM-SO2001-0110,Belet Weyne,Ayaanle 
CCCM-SO2001-0111,Belet Weyne,Baaslaawe
CCCM-SO2001-0112,Belet Weyne,Badar
CCCM-SO2001-0009,Belet Weyne,Bakal
CCCM-SO2001-0113,Belet Weyne,Banadir
CCCM-SO2001-0114,Belet Weyne,Bar Baar
CCCM-SO2001-0010,Belet Weyne,Bardaale
CCCM-SO2001-0115,Belet Weyne,Bardhiile
CCCM-SO2001-0011,Belet Weyne,Barwaaqo
CCCM-SO2001-0152,Belet Weyne,Barwaqo 
CCCM-SO2001-0116,Belet Weyne,Bedal Airport 
CCCM-SO2001-0012,Belet Weyne,Beerey
CCCM-SO2001-0117,Belet Weyne,Bilaal
CCCM-SO2001-0013,Belet Weyne,Bilan 1
CCCM-SO2001-0014,Belet Weyne,Bilan 2
CCCM-SO2001-0016,Belet Weyne,Birmaal
CCCM-SO2001-0090,Belet Weyne,Budul
CCCM-SO2001-0017,Belet Weyne,Buloqorah
CCCM-SO2001-0018,Belet Weyne,Bulsho
CCCM-SO2001-0118,Belet Weyne,Bulsho 2
CCCM-SO2001-0119,Belet Weyne,Caadley
CCCM-SO2001-0091,Belet Weyne,Caadow
CCCM-SO2001-0092,Belet Weyne,Caar Shabeel
CCCM-SO2001-0019,Belet Weyne,Cadaani
CCCM-SO2001-0120,Belet Weyne,Caddalle
CCCM-SO2001-0020,Belet Weyne,Cadileey
CCCM-SO2001-0121,Belet Weyne,Cadleey
CCCM-SO2001-0122,Belet Weyne,Canadi 1
CCCM-SO2001-0123,Belet Weyne,Ceel Cali
CCCM-SO2001-0021,Belet Weyne,Ceynabo
CCCM-SO2001-0022,Belet Weyne,Ceynta
CCCM-SO2001-0153,Belet Weyne,Com Guuleed
CCCM-SO2001-0093,Belet Weyne,Daanyeere
CCCM-SO2001-0124,Belet Weyne,Dalsan
CCCM-SO2001-0094,Belet Weyne,Daryeel
CCCM-SO2001-0095,Belet Weyne,Daryeel B Yaquub
CCCM-SO2001-0026,Belet Weyne,Dayax Siigaalow
CCCM-SO2001-0125,Belet Weyne,Dhenhito
CCCM-SO2001-0096,Belet Weyne,Doofil
CCCM-SO2001-0027,Belet Weyne,Doomeey
CCCM-SO2001-0028,Belet Weyne,Doongaduud
CCCM-SO2001-0029,Belet Weyne,Doonsubagle Gaduudoow
CCCM-SO2001-0126,Belet Weyne,Doyale
CCCM-SO2001-0030,Belet Weyne,Durdur
CCCM-SO2001-0031,Belet Weyne,Duugane
CCCM-SO2001-0127,Belet Weyne,Ex Suuqa Xoolaha
CCCM-SO2001-0033,Belet Weyne,Fatxi 1
CCCM-SO2001-0099,Belet Weyne,Fatxi Kheyr
CCCM-SO2001-0035,Belet Weyne,Gabooye 1
CCCM-SO2001-0036,Belet Weyne,Gabooye 2
CCCM-SO2001-0128,Belet Weyne,Galxamur
CCCM-SO2001-0100,Belet Weyne,Guhaad
CCCM-SO2001-0039,Belet Weyne,Gumar
CCCM-SO2001-0040,Belet Weyne,Gurmad Iyo Gargar
CCCM-SO2001-0101,Belet Weyne,Guudlawe
CCCM-SO2001-0041,Belet Weyne,Halgan
CCCM-SO2001-0129,Belet Weyne,Harcad
CCCM-SO2001-0130,Belet Weyne,Harqaboobe
CCCM-SO2001-0103,Belet Weyne,Horyal
CCCM-SO2001-0042,Belet Weyne,Iftin
CCCM-SO2001-0131,Belet Weyne,Iftin Laabdheere
CCCM-SO2001-0043,Belet Weyne,Iqra
CCCM-SO2001-0132,Belet Weyne,Iskumaan
CCCM-SO2001-0046,Belet Weyne,Jiiqle
CCCM-SO2001-0133,Belet Weyne,Jiiqley
CCCM-SO2001-0047,Belet Weyne,Jinawkey
CCCM-SO2001-0048,Belet Weyne,Jumbur
CCCM-SO2001-0154,Belet Weyne,Kaam Iftin 
CCCM-SO2001-0134,Belet Weyne,Kalhamur
CCCM-SO2001-0135,Belet Weyne,Kalkaal
CCCM-SO2001-0104,Belet Weyne,Kaxare
CCCM-SO2001-0136,Belet Weyne,Kudur
CCCM-SO2001-0051,Belet Weyne,Kulmiye
CCCM-SO2001-0052,Belet Weyne,Kunnaso
CCCM-SO2001-0053,Belet Weyne,Kutimbo
CCCM-SO2001-0054,Belet Weyne,Lafweyn
CCCM-SO2001-0055,Belet Weyne,Macruuf
CCCM-SO2001-0056,Belet Weyne,Matanaha
CCCM-SO2001-0057,Belet Weyne,Midnimo
CCCM-SO2001-0137,Belet Weyne,Mucaad
CCCM-SO2001-0138,Belet Weyne,Muruqmal
CCCM-SO2001-0060,Belet Weyne,Najax
CCCM-SO2001-0061,Belet Weyne,Nasiib
CCCM-SO2001-0062,Belet Weyne,Nasri 2
CCCM-SO2001-0063,Belet Weyne,Nasteho
CCCM-SO2001-0139,Belet Weyne,Nuurfanax
CCCM-SO2001-0066,Belet Weyne,Qaatumo
CCCM-SO2001-0067,Belet Weyne,Qaboobe
CCCM-SO2001-0068,Belet Weyne,Qalafe
CCCM-SO2001-0140,Belet Weyne,Raage_Iidle 
CCCM-SO2001-0141,Belet Weyne,Rabiyasir
CCCM-SO2001-0070,Belet Weyne,Rajo 1
CCCM-SO2001-0071,Belet Weyne,Rajo2
CCCM-SO2001-0142,Belet Weyne,Rasmi
CCCM-SO2001-0143,Belet Weyne,Shaahmacaan
CCCM-SO2001-0072,Belet Weyne,Shabele
CCCM-SO2001-0144,Belet Weyne,Shareeca
CCCM-SO2001-0074,Belet Weyne,Shiilow
CCCM-SO2001-0075,Belet Weyne,Shiniile
CCCM-SO2001-0076,Belet Weyne,Showli
CCCM-SO2001-0145,Belet Weyne,Sigaalow Qeyr Qabe
CCCM-SO2001-0078,Belet Weyne,Sugoow
CCCM-SO2001-0146,Belet Weyne,Tawakal Nuriyow
CCCM-SO2001-0079,Belet Weyne,Tawakal Sigalow
CCCM-SO2001-0080,Belet Weyne,Tawakal2
CCCM-SO2001-0147,Belet Weyne,Teedaan Idp
CCCM-SO2001-0148,Belet Weyne,Teedan
CCCM-SO2001-0081,Belet Weyne,Towfiiq
CCCM-SO2001-0149,Belet Weyne,Wabi Shabeele
CCCM-SO2001-0083,Belet Weyne,Wadajir
CCCM-SO2001-0150,Belet Weyne,Waridma 
CCCM-SO2001-0151,Belet Weyne,Waruube Idp
CCCM-SO2001-0087,Belet Weyne,Xaliye
CCCM-SO2001-0088,Belet Weyne,Xamiir Gaab
CCCM-SO2001-0155,Belet Weyne,Xariiryaale
CCCM-SO2002-0001,Bulo Burto,Farsamada
CCCM-SO2002-0002,Bulo Burto,Madiino
CCCM-SO2002-0003,Bulo Burto,Wadajir
CCCM-SO2003-0001,Jalalaqsi,Badbaado
CCCM-SO2003-0002,Jalalaqsi,Barwaaqo
CCCM-SO2003-0003,Jalalaqsi,Bulsho
CCCM-SO2003-0004,Jalalaqsi,Iftin
CCCM-SO2003-0005,Jalalaqsi,Libilow
CCCM-SO2003-0006,Jalalaqsi,Tawakal
CCCM-SO2003-0007,Jalalaqsi,Wadajir
CCCM-SO2101-0001,Jowhar,Baarey 1
CCCM-SO2101-0002,Jowhar,Baarey 2
CCCM-SO2101-0003,Jowhar,Biyaso
CCCM-SO2101-0004,Jowhar,Bula Hajji
CCCM-SO2101-0005,Jowhar,Isnai
CCCM-SO2101-0006,Jowhar,Jiliyale
CCCM-SO2101-0007,Jowhar,Sheikh Oyaaye 1
CCCM-SO2101-0008,Jowhar,Moiko
CCCM-SO2101-0009,Jowhar,Sheikh Omar
CCCM-SO2101-0010,Jowhar,Tawakal
CCCM-SO2101-0011,Jowhar,Tawakal 2
CCCM-SO2101-0012,Jowhar,Towfiq
CCCM-SO2101-0013,Jowhar,Bada Cas
CCCM-SO2101-0014,Jowhar,Balok
CCCM-SO2101-0015,Jowhar,Bananey
CCCM-SO2101-0016,Jowhar,Bulo-Sharey
CCCM-SO2101-0017,Jowhar,Delmo
CCCM-SO2101-0018,Jowhar,Faroole
CCCM-SO2101-0019,Jowhar,Gumbe
CCCM-SO2101-0020,Jowhar,Kalundi
CCCM-SO2101-0021,Jowhar,Qararaf
CCCM-SO2103-0001,Balcad,Gargaar 1
CCCM-SO2103-0002,Balcad,Gargaar 2
CCCM-2022(U)-SO220117-211,Khada,Saabir
CCCM-2022(U)-SO220116-773,Dayniile,Saaid
CCCM-2022(U)-SO220117-212,Khada,Saamadeq
CCCM-2022(U)-SO220116-378,Dayniile,Sabiid
CCCM-2022(U)-SO220116-774,Dayniile,Sablaale
CCCM-2022(U)-SO220116-775,Dayniile,Sabya
CCCM-2022(U)-SO220117-214,Khada,Sacad
CCCM-2022(U)-SO220116-776,Dayniile,Sadax Caag
CCCM-2022(U)-SO220116-777,Dayniile,Sadax Gessod
CCCM-SO220105-0050,Hodan,Safa
CCCM-2022(U)-SO220116-778,Dayniile,Safar
CCCM-SO220108-0007,Shibis,Safarada Sucudiga
CCCM-2022(U)-SO220117-215,Khada,Safina
CCCM-SO220105-0051,Hodan,Safo
CCCM-2022(U)-SO220116-779,Dayniile,Sagal
CCCM-2022(U)-SO220117-217,Khada,Sahal
CCCM-2022(U)-SO220116-780,Dayniile,Sahal
CCCM-2022(U)-SO220116-781,Dayniile,Sahal 2
CCCM-2022(U)-SO220116-782,Dayniile,Sahan
CCCM-2022(U)-SO220116-783,Dayniile,Sahan Hoyo 1
CCCM-2022(U)-SO220116-784,Dayniile,Sahansaho
CCCM-SO220105-0052,Hodan,Saharaded
CCCM-2022(U)-SO220117-218,Khada,Sahil
CCCM-2022(U)-SO220117-219,Khada,Sahro Mohamed Mohamud
CCCM-2022(U)-SO220116-785,Dayniile,Sa'Id
CCCM-2022(U)-SO220116-786,Dayniile,Sakow
CCCM-SO220105-0053,Hodan,Saleley
CCCM-2022(U)-SO220117-220,Khada,Salman
CCCM-2022(U)-SO220116-787,Dayniile,Samaan
CCCM-2022(U)-SO220117-221,Khada,Samadeeq
CCCM-2022(U)-SO220116-788,Dayniile,Samadeeq
CCCM-2022(U)-SO220116-789,Dayniile,Samafale
CCCM-2022(U)-SO220117-222,Khada,Samakaay
CCCM-2022(U)-SO220117-223,Khada,Samakab
CCCM-2022(U)-SO220117-224,Khada,Samawade
CCCM-2022(U)-SO220116-790,Dayniile,Sandhiig
CCCM-2022(U)-SO220116-791,Dayniile,Sanfollower
CCCM-2022(U)-SO220116-792,Dayniile,Santarka Keef
CCCM-2022(U)-SO220116-793,Dayniile,Sareedo
CCCM-2022(U)-SO220117-225,Khada,Sarman
CCCM-2022(U)-SO220116-794,Dayniile,Shaabeloyinka
CCCM-2022(U)-SO220116-795,Dayniile,Shaacir
CCCM-2022(U)-SO220117-226,Khada,Shaafi
CCCM-2022(U)-SO220117-227,Khada,Shaafici
CCCM-2022(U)-SO220116-796,Dayniile,Shaam Gare
CCCM-2022(U)-SO220116-379,Dayniile,Shabeele
CCCM-SO220105-0055,Hodan,Shabeele2
CCCM-2022(U)-SO220116-797,Dayniile,Shabela
CCCM-2022(U)-SO220116-798,Dayniile,Shacni
CCCM-2022(U)-SO220116-799,Dayniile,Shah-Macabe
CCCM-SO220114-0025,Dharkenley,Shanaad
CCCM-2022(U)-SO220116-800,Dayniile,Shangani
CCCM-2022(U)-SO220116-801,Dayniile,Shibis
CCCM-2022(U)-SO220116-802,Dayniile,Shidane
CCCM-SO220108-0008,Shibis,Shiine Cadde
CCCM-2022(U)-SO220116-803,Dayniile,Shiliyal
CCCM-2022(U)-SO220117-229,Khada,Shilow
CCCM-2022(U)-SO220116-804,Dayniile,Shiniile
CCCM-2022(U)-SO220116-805,Dayniile,Shintirade
CCCM-2022(U)-SO220116-380,Dayniile,Shirwac 1
CCCM-2022(U)-SO220116-806,Dayniile,Shoolimareere
CCCM-2022(U)-SO220116-807,Dayniile,Shukran
CCCM-SO220105-0056,Hodan,Shukurow
CCCM-2022(U)-SO220117-230,Khada,Sikle
CCCM-2022(U)-SO220116-808,Dayniile,Siman
CCCM-2022(U)-SO220117-231,Khada,Sirmaqabe
CCCM-SO220105-0057,Hodan,Siyaad
CCCM-SO220102-0004,Waaberi,Socdaal
CCCM-SO220102-0005,Waaberi,Socdaal 2
CCCM-2022(U)-SO220116-809,Dayniile,Sofo Wanaag
CCCM-SO220104-0020,Hawl Wadaag,Somaali Weyne / Soomali Weyn
CCCM-2022(U)-SO220117-232,Khada,Somali Uroon
CCCM-2022(U)-SO220117-233,Khada,Somali Weyn
CCCM-2022(U)-SO220117-234,Khada,Soomane
CCCM-2022(U)-SO220117-235,Khada,Sowdo
CCCM-2022(U)-SO220116-810,Dayniile,Sudban
CCCM-SO220107-0005,Bondhere,Sukurisiyoone
CCCM-2022(U)-SO220116-811,Dayniile,Sundus
CCCM-2022(U)-SO220116-812,Dayniile,Suubiye
CCCM-2022(U)-SO220116-381,Dayniile,Suuje
CCCM-2022(U)-SO220116-382,Dayniile,Suuku Neel
CCCM-SO220105-0058,Hodan,Taangi
CCCM-2022(U)-SO220116-813,Dayniile,Takulo
CCCM-2022(U)-SO220116-383,Dayniile,Tala Raac
CCCM-2022(U)-SO220116-814,Dayniile,Talaken
CCCM-2022(U)-SO220117-236,Khada,Talarabi
CCCM-2022(U)-SO220116-815,Dayniile,Talo Wadaag
CCCM-2022(U)-SO220116-816,Dayniile,Taraguul
CCCM-2022(U)-SO220116-857,Dayniile,Tarja
CCCM-2022(U)-SO220117-237,Khada,Tawakal
CCCM-2022(U)-SO220116-817,Dayniile,Tawakal
CCCM-SO220105-0059,Hodan,Tawakal
CCCM-SO220104-0021,Hawl Wadaag,Tawakal / Tawaakal
CCCM-2022(U)-SO220116-818,Dayniile,Tesilow
CCCM-2022(U)-SO220116-385,Dayniile,Tifow 1
CCCM-SO220109-0011,Cabdulasiis,Timir
CCCM-2022(U)-SO220116-819,Dayniile,Togdheer
CCCM-2022(U)-SO220117-238,Khada,Tokuma
CCCM-2022(U)-SO220116-386,Dayniile,Tokyo
CCCM-2022(U)-SO220117-239,Khada,Towhid
CCCM-2022(U)-SO220117-240,Khada,Tufah
CCCM-2022(U)-SO220116-820,Dayniile,Turaguul
CCCM-2022(U)-SO220116-388,Dayniile,Tusmo 2
CCCM-2022(U)-SO220117-241,Khada,Ubax
CCCM-2022(U)-SO220116-821,Dayniile,Ubax
CCCM-2022(U)-SO220116-389,Dayniile,Ufuroow Idp
CCCM-2022(U)-SO220116-390,Dayniile,Ufurow
CCCM-2022(U)-SO220116-822,Dayniile,Ula Jarad
CCCM-SO220109-0006,Cabdulasiis,Undp
CCCM-SO220103-0005,Hamar Jabjab,Unicef
CCCM-SO220105-0060,Hodan,Unlawe / Aw Adoon
CCCM-SO220102-0007,Waaberi,Villa Waajid / Villa Wajid
CCCM-2022(U)-SO220116-823,Dayniile,Waabari
CCCM-SO220102-0008,Waaberi,Waaberi
CCCM-SO220103-0006,Hamar Jabjab,Waaberi
CCCM-2022(U)-SO220116-824,Dayniile,Waadi
CCCM-2022(U)-SO220117-242,Khada,Waasac
CCCM-2022(U)-SO220117-243,Khada,Waberi Bosley
CCCM-2022(U)-SO220116-825,Dayniile,Wabi Haas
CCCM-2022(U)-SO220116-391,Dayniile,Wabishabele
CCCM-2022(U)-SO220116-826,Dayniile,Wadaga
CCCM-2022(U)-SO220116-827,Dayniile,Walaaha
CCCM-2022(U)-SO220117-244,Khada,Walaal Macan
CCCM-2022(U)-SO220117-245,Khada,Walaalaha
CCCM-2022(U)-SO220116-828,Dayniile,Walaalaha
CCCM-2022(U)-SO220117-246,Khada,Walaalha Isjecel
CCCM-SO220114-0026,Dharkenley,Walala
CCCM-2022(U)-SO220116-829,Dayniile,Walalaha Iskashi
CCCM-2022(U)-SO220116-830,Dayniile,Walalnimo
CCCM-2022(U)-SO220116-831,Dayniile,Wanaagsan
CCCM-2022(U)-SO220116-832,Dayniile,Waniiniye2
CCCM-SO220114-0027,Dharkenley,Wanlaweeyn
CCCM-2022(U)-SO220116-393,Dayniile,War Harqaan
CCCM-2022(U)-SO220117-247,Khada,Waranle
CCCM-2022(U)-SO220116-394,Dayniile,Wardhagaxley
CCCM-SO220105-0062,Hodan,Wardheere / Wardheer / Wardhere
CCCM-2022(U)-SO220116-833,Dayniile,Wardiid
CCCM-2022(U)-SO220116-834,Dayniile,Warjanaaye
CCCM-2022(U)-SO220116-835,Dayniile,Warmahi
CCCM-2022(U)-SO220116-836,Dayniile,Warmahun
CCCM-2022(U)-SO220116-837,Dayniile,Warsan
CCCM-2022(U)-SO220116-395,Dayniile,Warshaale
CCCM-2022(U)-SO220116-838,Dayniile,Wasac
CCCM-SO220113-0018,Wadajir,Xabib
CCCM-2022(U)-SO220117-248,Khada,Xajinle
CCCM-2022(U)-SO220116-839,Dayniile,Xakar
CCCM-2022(U)-SO220117-249,Khada,Xaqdhowr
CCCM-2022(U)-SO220116-840,Dayniile,Xareed
CCCM-2022(U)-SO220116-841,Dayniile,Xasilinta
CCCM-SO220104-0023,Hawl Wadaag,Xawaal Barbaar / Xawaale Bar Baar
CCCM-2022(U)-SO220116-842,Dayniile,Xeela Baris
CCCM-2022(U)-SO220116-843,Dayniile,Xidig
CCCM-SO220102-0010,Waaberi,Xuryo
CCCM-SO220113-0019,Wadajir,Xuryo
CCCM-2022(U)-SO220116-844,Dayniile,Xusni
CCCM-2022(U)-SO220116-845,Dayniile,Yaa Allah
CCCM-2022(U)-SO220116-846,Dayniile,Yaa-Fitah
CCCM-2022(U)-SO220116-847,Dayniile,Yaamboley
CCCM-2022(U)-SO220116-848,Dayniile,Yaaq Biriweyne
CCCM-2022(U)-SO220116-849,Dayniile,Yaaqdheer
CCCM-2022(U)-SO220117-250,Khada,Yaaqle
CCCM-2022(U)-SO220116-850,Dayniile,Yaaqle
CCCM-2022(U)-SO220116-851,Dayniile,Yaq Beri Weyne
CCCM-2022(U)-SO220116-852,Dayniile,Yaqdhuub
CCCM-2022(U)-SO220116-853,Dayniile,Yasir Allh
CCCM-2022(U)-SO220116-854,Dayniile,Yasiralle
CCCM-2022(U)-SO220116-855,Dayniile,Yo'Ob Haar
CCCM-2022(U)-SO220116-856,Dayniile,Yoontoy
CCCM-2022(U)-SO220117-251,Khada,Yowkoyow
CCCM-2022(U)-SO220117-252,Khada,Zaaid
CCCM-SO2301-0006,Marka,Awyaale
CCCM-SO2301-0001,Marka,Buulo Beeloow
CCCM-SO2301-0007,Marka,Buulo Mo'Alim Ali
CCCM-SO2301-0008,Marka,Buulo Samow
CCCM-SO2301-0009,Marka,Ceel Farey
CCCM-SO2301-0004,Marka,Ceel Jaalle
CCCM-SO2301-0002,Marka,Dacaareey Buufoow Bacaad
CCCM-SO2301-0003,Marka,Ismaan Quunle
CCCM-SO2301-0005,Marka,Kamka Nuurto Taliyoow
CCCM-SO2301-0010,Marka,Buulo Jadiid
CCCM-SO2302-0063,Afgooye,Albaraka
CCCM-SO2302-0056,Afgooye,Alnuur Ceelasha
CCCM-SO2302-0008,Afgooye,Aruurisho
CCCM-SO2302-0067,Afgooye,Baaslaawa
CCCM-SO2302-0073,Afgooye,Baaylod2
CCCM-SO2302-0010,Afgooye,Bangiga
CCCM-SO2302-0014,Afgooye,Beytul Qudus
CCCM-SO2302-0017,Afgooye,Buundo 1
CCCM-SO2302-0058,Afgooye,Buundo 3
CCCM-SO2302-0059,Afgooye,Caanole
CCCM-SO2302-0074,Afgooye,Cadaley
CCCM-SO2302-0075,Afgooye,City
CCCM-SO2302-0076,Afgooye,Daryeel
CCCM-SO2302-0077,Afgooye,Degaan
CCCM-SO2302-0061,Afgooye,Dhag Wariiri
CCCM-SO2302-0078,Afgooye,Doxa 2
CCCM-SO2302-0029,Afgooye,Duurow
CCCM-SO2302-0079,Afgooye,El Xawaay
CCCM-SO2302-0062,Afgooye,Eyla (Lafole)
CCCM-SO2302-0030,Afgooye,Eylo1
CCCM-SO2302-0031,Afgooye,Gadiisoy
CCCM-SO2302-0080,Afgooye,Gosha Iyo Gindiga
CCCM-SO2302-0081,Afgooye,Hidhorow
CCCM-SO2302-0082,Afgooye,Jaanle
CCCM-SO2302-0083,Afgooye,Jabuuti
CCCM-SO2302-0066,Afgooye,Janaale (Afgoye)
CCCM-SO2302-0084,Afgooye,KM50 Abocow
CCCM-SO2302-0085,Afgooye,KM50 Faarax Walal
CCCM-SO2302-0086,Afgooye,KM50 Lafoole
CCCM-SO2302-0060,Afgooye,Kulmiyo Camp
CCCM-SO2302-0038,Afgooye,Kuusow
CCCM-SO2302-0087,Afgooye,Maraa Goof
CCCM-SO2302-0068,Afgooye,Muruq Maal
CCCM-SO2302-0088,Afgooye,Qandhoole 2
CCCM-SO2302-0043,Afgooye,Qodqodow
CCCM-SO2302-0070,Afgooye,Samkaab
CCCM-SO2302-0057,Afgooye,Sedex Burood
CCCM-SO2302-0089,Afgooye,Shaweele
CCCM-SO2302-0071,Afgooye,Sudbaan
CCCM-SO2302-0046,Afgooye,Tusmo
CCCM-SO2302-0072,Afgooye,Yabaal
CCCM-SO2303-0001,Baraawe,Bulo Burwaqo
CCCM-SO2303-0002,Baraawe,Bulo Masakin
CCCM-SO2303-0004,Baraawe,Dalfure
CCCM-SO2303-0005,Baraawe,Dalxiska
CCCM-SO2303-0006,Baraawe,Galbeed
CCCM-SO2303-0007,Baraawe,Gegsoy
CCCM-SO2303-0009,Baraawe,Suufi Jeylani
CCCM-SO2303-0011,Baraawe,Daarusalaam
CCCM-SO2303-0012,Baraawe,Deemay
CCCM-SO2303-0013,Baraawe,Maalim Omar
CCCM-SO2303-0014,Baraawe,Sheikh Bimalow
CCCM-SO2307-0001,Wanla Weyn,Bakaal
CCCM-SO2307-0002,Wanla Weyn,Cagaboorey
CCCM-SO2307-0003,Wanla Weyn,"Da,Aud Buulle"
CCCM-SO2307-0004,Wanla Weyn,Maynuun
CCCM-SO2307-0005,Wanla Weyn,Kaamka Shanta Kulan
CCCM-SO2307-0006,Wanla Weyn,Teendhada
CCCM-SO2401-0001,Baidoa,11-Janaay-1
CCCM-SO2401-0002,Baidoa,11-Janaay-2
CCCM-SO2401-0708,Baidoa,9 Mundul
CCCM-SO2401-0911,Baidoa,Aamanow
CCCM-SO2401-0813,Baidoa,Aanoley
CCCM-SO2401-0878,Baidoa,Aashow
CCCM-SO2401-0005,Baidoa,Abag Haluul
CCCM-SO2401-0814,Baidoa,Abag Neebsoy
CCCM-SO2401-0006,Baidoa,Abak Kadil
CCCM-SO2401-0007,Baidoa,Abal 3
CCCM-SO2401-0009,Baidoa,Abal-1
CCCM-SO2401-0010,Baidoa,Abal-5
CCCM-SO2401-0011,Baidoa,Abaq Beday
CCCM-SO2401-0879,Baidoa,Abaq Dheere
CCCM-SO2401-0599,Baidoa,Abduruk
CCCM-SO2401-0012,Baidoa,Aboore
CCCM-SO2401-0013,Baidoa,Abow Doyow
CCCM-SO2401-0695,Baidoa,Aburow
CCCM-SO2401-0014,Baidoa,Abuurow
CCCM-SO2401-0709,Baidoa,Adaayimow
CCCM-SO2401-0588,Baidoa,Adable Ade
CCCM-SO2401-0696,Baidoa,Adable Gunre
CCCM-SO2401-1662,Baidoa,Adable Oomane
CCCM-SO2401-0912,Baidoa,Adable Weyne
CCCM-SO2401-0913,Baidoa,Adadle Cade
CCCM-SO2401-0815,Baidoa,Adan Goley
CCCM-SO2401-0016,Baidoa,Adan Yare
CCCM-SO2401-0017,Baidoa,Adc Kulan Yare
CCCM-SO2401-0018,Baidoa,Adc-1
CCCM-SO2401-0019,Baidoa,Adc-2
CCCM-SO2401-0021,Baidoa,Adc-3
CCCM-SO2401-0022,Baidoa,Adc-4
CCCM-SO2401-0023,Baidoa,Adc-5
CCCM-SO2401-0024,Baidoa,Adii Garaar
CCCM-SO2401-0025,Baidoa,Afmadow
CCCM-SO2401-0589,Baidoa,Afugmiirow
CCCM-SO2401-0028,Baidoa,Al Aamin
CCCM-SO2401-0030,Baidoa,Al-Baraka
CCCM-SO2401-0031,Baidoa,Al-Baraka 2
CCCM-SO2401-0914,Baidoa,Alfatax
CCCM-SO2401-0033,Baidoa,Al-Furqan-2
CCCM-SO2401-0034,Baidoa,Al-Furqan-3
CCCM-SO2401-0035,Baidoa,Ali Gaale
CCCM-SO2401-0036,Baidoa,Aliyow Keerow
CCCM-SO2401-0039,Baidoa,All Xamdu
