idp_code,district_name,IDP_Site
CCCM-SO2401-0491,Baidoa,Suge Iyo Sinalow
CCCM-SO2401-0762,Baidoa,Sumadle
CCCM-SO2401-0742,Baidoa,Suuldheere
CCCM-SO2401-0690,Baidoa,Suulow
CCCM-SO2401-0492,Baidoa,Suur Weyn
CCCM-SO2401-0493,Baidoa,Tabarak
CCCM-SO2401-0908,Baidoa,Tabarow
CCCM-SO2401-0494,Baidoa,Tagal
CCCM-SO2401-0496,Baidoa,Tahriib Diid
CCCM-SO2401-0497,Baidoa,Tawakal
CCCM-SO2401-0498,Baidoa,Tawakal 1
CCCM-SO2401-0499,Baidoa,Tawakal 2 Diinsoor
CCCM-SO2401-0500,Baidoa,Tawakal 3 Diinsoor
CCCM-SO2401-0501,Baidoa,Tawakal Adc
CCCM-SO2401-0503,Baidoa,Tawakal Gurbaan
CCCM-SO2401-0504,Baidoa,Tawakal Misir
CCCM-SO2401-0506,Baidoa,Tawakal-2
CCCM-SO2401-0507,Baidoa,Tawfiiq-1
CCCM-SO2401-0509,Baidoa,Tawsi Kaar
CCCM-SO2401-0938,Baidoa,Tiirkaa
CCCM-SO2401-0939,Baidoa,Togdheer
CCCM-SO2401-0512,Baidoa,Toosikaar
CCCM-SO2401-0513,Baidoa,Toosile
CCCM-SO2401-0707,Baidoa,Toosobarakire
CCCM-SO2401-0514,Baidoa,Toratorow
CCCM-SO2401-0515,Baidoa,Towfiq
CCCM-SO2401-0810,Baidoa,Towhiid
CCCM-SO2401-0867,Baidoa,Towsi Libax
CCCM-SO2401-0868,Baidoa,Towsile 3
CCCM-SO2401-0518,Baidoa,Tubaney
CCCM-SO2401-0869,Baidoa,Tuboy
CCCM-SO2401-0870,Baidoa,Tugaarey
CCCM-SO2401-0520,Baidoa,Tuugsoy
CCCM-SO2401-0521,Baidoa,Ufurow
CCCM-SO2401-0661,Baidoa,Waab Doore
CCCM-SO2401-0909,Baidoa,Waamo
CCCM-SO2401-0871,Baidoa,Wabiyow
CCCM-SO2401-0528,Baidoa,Wadaajir
CCCM-SO2401-0872,Baidoa,Wadajir 6 Jinaay
CCCM-SO2401-0531,Baidoa,Wadajir Horseed
CCCM-SO2401-0532,Baidoa,Wadajir Takoy
CCCM-SO2401-0533,Baidoa,Wadajir-2
CCCM-SO2401-0535,Baidoa,Wadajir-4
CCCM-SO2401-0537,Baidoa,Wajeer
CCCM-SO2401-0538,Baidoa,Walaq-1
CCCM-SO2401-0539,Baidoa,Walaq-2
CCCM-SO2401-0540,Baidoa,Walaq-3
CCCM-SO2401-0541,Baidoa,Wamo Ayle
CCCM-SO2401-0542,Baidoa,War Garasle
CCCM-SO2401-0743,Baidoa,War Geboy
CCCM-SO2401-0543,Baidoa,War Harqaan
CCCM-SO2401-0873,Baidoa,War Hussein
CCCM-SO2401-0544,Baidoa,War Isagow
CCCM-SO2401-0622,Baidoa,Waraabow
CCCM-SO2401-0744,Baidoa,Warbarbaare
CCCM-SO2401-0546,Baidoa,Wardeer
CCCM-SO2401-0874,Baidoa,Wardiire 2
CCCM-SO2401-0745,Baidoa,Wardujiiley
CCCM-SO2401-0746,Baidoa,Warhinshile
CCCM-SO2401-0624,Baidoa,Wariiri
CCCM-SO2401-0552,Baidoa,Wariishi
CCCM-SO2401-0553,Baidoa,Warjinay
CCCM-SO2401-0875,Baidoa,Warjire
CCCM-SO2401-0642,Baidoa,Warlowe
CCCM-SO2401-0555,Baidoa,Warsamaale
CCCM-SO2401-0556,Baidoa,Warsan
CCCM-SO2401-0910,Baidoa,Warwiin Adey Garaar
CCCM-SO2401-0558,Baidoa,Wasiile-2
CCCM-SO2401-0747,Baidoa,Wayamo 1
CCCM-SO2401-0876,Baidoa,Wayamo Gebey 2
CCCM-SO2401-0811,Baidoa,Waynyaale
CCCM-SO2401-0565,Baidoa,Wedey Rahma-2
CCCM-SO2401-0562,Baidoa,Weel Gaduud
CCCM-SO2401-0563,Baidoa,Weel Koban
CCCM-SO2401-0877,Baidoa,Weel Lowu
CCCM-SO2401-0940,Baidoa,Weelwanre1
CCCM-SO2401-0812,Baidoa,Weersan
CCCM-SO2401-0941,Baidoa,Weysay
CCCM-SO2401-0662,Baidoa,Wiinle
CCCM-SO2401-0566,Baidoa,Ya Iyow Koyow
CCCM-SO2401-0568,Baidoa,Yaaq Barawey
CCCM-SO2401-0694,Baidoa,Yaaqshiid
CCCM-SO2401-0570,Baidoa,Ya-Fatah
CCCM-SO2401-0571,Baidoa,Yaman
CCCM-SO2401-0575,Baidoa,Yarabi
CCCM-SO2401-0576,Baidoa,Yemen Basatin 1
CCCM-SO2402-0005,Buur Hakaba,Misaare
CCCM-SO2402-0006,Buur Hakaba,Aye Dhurey
CCCM-SO2402-0007,Buur Hakaba,Degdheer
CCCM-SO2402-0009,Buur Hakaba,Reebey
CCCM-SO2402-0010,Buur Hakaba,War Iishe
CCCM-SO2402-0022,Buur Hakaba,Masuusow
CCCM-SO2403-0012,Diinsoor,Biile 1
CCCM-SO2403-0013,Diinsoor,Biile 2
CCCM-SO2403-0001,Diinsoor,Bulo Omaan
CCCM-SO2403-0016,Diinsoor,Buur Madow
CCCM-SO2403-0002,Diinsoor,Doger Hosle
CCCM-SO2403-0003,Diinsoor,Jilelow
CCCM-SO2403-0004,Diinsoor,Kananax
CCCM-SO2403-0005,Diinsoor,Korka Mare
CCCM-SO2403-0017,Diinsoor,Lama Warood
CCCM-SO2403-0006,Diinsoor,Qot Qot
CCCM-SO2403-0007,Diinsoor,Ramadhabi
CCCM-SO2403-0008,Diinsoor,Raxole
CCCM-SO2403-0009,Diinsoor,Sakow
CCCM-SO2403-0014,Diinsoor,Tawakal
CCCM-SO2403-0010,Diinsoor,Tuni
CCCM-SO2403-0015,Diinsoor,Waraaja
CCCM-SO2403-0011,Diinsoor,Yaqashid
CCCM-SO2404-0017,Qansax Dheere,Abag-Deerey
CCCM-SO2404-0004,Qansax Dheere,Abbey
CCCM-SO2404-0018,Qansax Dheere,Al-Amin
CCCM-SO2404-0005,Qansax Dheere,Al-Cadaala
CCCM-SO2404-0019,Qansax Dheere,Aliyow Mad Araale
CCCM-SO2404-0006,Qansax Dheere,Badbaado
CCCM-SO2404-0020,Qansax Dheere,Bandhato
CCCM-SO2404-0001,Qansax Dheere,Busley
CCCM-SO2404-0021,Qansax Dheere,Buula Dhato
CCCM-SO2404-0002,Qansax Dheere,Buulo Abag
CCCM-SO2404-0007,Qansax Dheere,Dhershenkuus
CCCM-SO2404-0008,Qansax Dheere,Diinsoor
CCCM-SO2404-0009,Qansax Dheere,Dooday
CCCM-SO2404-0022,Qansax Dheere,Esow
CCCM-SO2404-0010,Qansax Dheere,Gedisoy
CCCM-SO2404-0011,Qansax Dheere,Hareeri-Jiroon
CCCM-SO2404-0023,Qansax Dheere,Hubbey
CCCM-SO2404-0003,Qansax Dheere,Maanyow
CCCM-SO2404-0024,Qansax Dheere,Makuudo
CCCM-SO2404-0012,Qansax Dheere,Mubaarak
CCCM-SO2404-0025,Qansax Dheere,Mukubow
CCCM-SO2404-0013,Qansax Dheere,October
CCCM-SO2404-0014,Qansax Dheere,Shugaay
CCCM-SO2404-0026,Qansax Dheere,Tirki
CCCM-SO2404-0016,Qansax Dheere,Xaafito
CCCM-SO2501-0022,Xudur,Aadtkiyaal
CCCM-SO2501-0023,Xudur,Abag-Beday
CCCM-SO2501-0001,Xudur,Abal
CCCM-SO2501-0024,Xudur,Afgooye
CCCM-SO2501-0025,Xudur,Arshaam
CCCM-SO2501-0026,Xudur,Ato
CCCM-SO2501-0027,Xudur,Babawiine
CCCM-SO2501-0019,Xudur,Babyow
CCCM-SO2501-0028,Xudur,Bakal
CCCM-SO2501-0002,Xudur,Balanbale
CCCM-SO2501-0003,Xudur,Busley
CCCM-SO2501-0030,Xudur,Bariirow
CCCM-SO2501-0020,Xudur,Bisigle
CCCM-SO2501-0005,Xudur,Dhill
CCCM-SO2501-0032,Xudur,Bodan
CCCM-SO2501-0033,Xudur,Bullow
CCCM-SO2501-0007,Xudur,Dondardiir
CCCM-SO2501-0034,Xudur,Ceel Cedow 
CCCM-SO2501-0029,Xudur,Bakaley
CCCM-SO2501-0031,Xudur,Biyo-Fadhi
CCCM-SO2501-0006,Xudur,Dhurshenshibele
CCCM-SO2501-0035,Xudur,Celgodow
CCCM-SO2501-0036,Xudur,Doon Edi
CCCM-SO2501-0008,Xudur,Doon Feylahow 
CCCM-SO2501-0037,Xudur,Doora Weera 
CCCM-SO2501-0038,Xudur,El Fiin 
CCCM-SO2501-0009,Xudur,Elberde
CCCM-SO2501-0039,Xudur,Emedkoorey
CCCM-SO2501-0040,Xudur,Fadhigaale
CCCM-SO2501-0041,Xudur,Farak
CCCM-SO2501-0042,Xudur,Farawiley
CCCM-SO2501-0043,Xudur,Galoola
CCCM-SO2501-0010,Xudur,Garasweyne
CCCM-SO2501-0044,Xudur,Garsaaley
CCCM-SO2501-0045,Xudur,Gasile 
CCCM-SO2501-0046,Xudur,Guudal
CCCM-SO2501-0047,Xudur,Habriir 
CCCM-SO2501-0048,Xudur,Hibow
CCCM-SO2501-0049,Xudur,Horgooy 
CCCM-SO2501-0050,Xudur,Ideedkuri 
CCCM-SO2501-0051,Xudur,Imilow 
CCCM-SO2501-0052,Xudur,Isgooy 
CCCM-SO2501-0012,Xudur,Kainey
CCCM-SO2501-0053,Xudur,Keyniga
CCCM-SO2501-0054,Xudur,Kishaadi
CCCM-SO2501-0055,Xudur,Koonfur Bari
CCCM-SO2501-0056,Xudur,Kulan Jareer
CCCM-SO2501-0013,Xudur,Lehelow
CCCM-SO2501-0057,Xudur,Logu Bogay 
CCCM-SO2501-0058,Xudur,Madaxwarabe
CCCM-SO2501-0059,Xudur,Madooda 
CCCM-SO2501-0060,Xudur,Mogi Maalag
CCCM-SO2501-0014,Xudur,Moorishillinle
CCCM-SO2501-0061,Xudur,Mora Hagar
CCCM-SO2501-0062,Xudur,Morgaabey 
CCCM-SO2501-0063,Xudur,Orogley 
CCCM-SO2501-0069,Xudur,Towsiili
CCCM-SO2501-0064,Xudur,Qurahle
CCCM-SO2501-0065,Xudur,Rakaale 
CCCM-SO2501-0066,Xudur,Ruees 
CCCM-SO2501-0067,Xudur,Shiidile
CCCM-SO2501-0068,Xudur,Shimbirow
CCCM-SO2501-0016,Xudur,Tieglow
CCCM-SO2501-0078,Xudur,Towfiiq
CCCM-SO2501-0072,Xudur,Wargalole
CCCM-SO2501-0070,Xudur,Waab Garaad 
CCCM-SO2501-0018,Xudur,Wanay
CCCM-SO2501-0071,Xudur,Wardhujiiley 
CCCM-SO2501-0075,Xudur,Yahole
CCCM-SO2501-0079,Xudur,Warshiidle
CCCM-SO2501-0073,Xudur,Warshilinle
CCCM-SO2501-0074,Xudur,Warshira
CCCM-SO2501-0080,Xudur,Yab Yab
CCCM-SO2501-0077,Xudur,Others
CCCM-SO2501-0076,Xudur,Yeed
CCCM-SO2501-0017,Xudur,Yowkoyow
CCCM-SO2502-0001,Ceel Barde,Gargaar
CCCM-SO2502-0004,Ceel Barde,Wargadhweyne
CCCM-SO2502-0005,Ceel Barde,Buulo Shiidle
CCCM-SO2504-0001,Waajid,Al Amiin
CCCM-SO2504-0003,Waajid,Buurdhuxunle
CCCM-SO2504-0004,Waajid,Elboon
CCCM-SO2504-0005,Waajid,Elduur
CCCM-SO2504-0006,Waajid,Kulmiye
CCCM-SO2504-0009,Waajid,Tawakal
CCCM-SO2504-0010,Waajid,Towfiiq
CCCM-SO2504-0011,Waajid,Jadiid
CCCM-SO2504-0012,Waajid,Mubarak
CCCM-SO2504-0013,Waajid,Al-Baraka
CCCM-SO2504-0014,Waajid,Bulsho
CCCM-SO2504-0015,Waajid,Himiro
CCCM-SO2504-0016,Waajid,Mirifle
CCCM-SO2504-0017,Waajid,Tuwade
CCCM-SO2601-0005,Garbahaarey,Al-Ixsan
CCCM-SO2601-0006,Garbahaarey,Amin
CCCM-SO2601-0007,Garbahaarey,Aqalo-Aar
CCCM-SO2601-0008,Garbahaarey,Badbado
CCCM-SO2601-0009,Garbahaarey,Dhure
CCCM-SO2601-0010,Garbahaarey,Gogol
CCCM-SO2601-0011,Garbahaarey,Gubo
CCCM-SO2601-0012,Garbahaarey,Gumar Cadawe
CCCM-SO2601-0013,Garbahaarey,Hartacad
CCCM-SO2601-0014,Garbahaarey,Libahlow
CCCM-SO2601-0015,Garbahaarey,Sigalow
CCCM-SO2601-0001,Garbahaarey,Taftataag
CCCM-SO2601-0016,Garbahaarey,Towfiq
CCCM-SO2601-0017,Garbahaarey,Waberi
CCCM-SO2601-0002,Garbahaarey,Warsan
CCCM-SO2601-0003,Garbahaarey,Xaashi Weer
CCCM-SO2602-0004,Baardheere,Al Aamin
CCCM-SO2602-0005,Baardheere,Albaraka
CCCM-SO2602-0113,Baardheere,Baaleey
CCCM-SO2602-0100,Baardheere,Badbaado
CCCM-SO2602-0101,Baardheere,Bakal
CCCM-SO2602-0027,Baardheere,Barkulan
CCCM-SO2602-0114,Baardheere,Barwaaqo
CCCM-SO2602-0006,Baardheere,Bula Esan Centre
CCCM-SO2602-0008,Baardheere,Bulo Geedi
CCCM-SO2602-0115,Baardheere,Danleey
CCCM-SO2602-0103,Baardheere,Danyar
CCCM-SO2602-0116,Baardheere,Daryeel
CCCM-SO2602-0117,Baardheere,Dulmidiid
CCCM-SO2602-0104,Baardheere,Fulayley
CCCM-SO2602-0013,Baardheere,Gadude
CCCM-SO2602-0014,Baardheere,Garasley
CCCM-SO2602-0118,Baardheere,Gargaar
CCCM-SO2602-0015,Baardheere,Guled
CCCM-SO2602-0003,Baardheere,Habaal Adey
CCCM-SO2602-0119,Baardheere,Hayan
CCCM-SO2602-0120,Baardheere,Hilaac
CCCM-SO2602-0017,Baardheere,Horseed
CCCM-SO2602-0121,Baardheere,Horyaal
CCCM-SO2602-0122,Baardheere,Hubaal
CCCM-SO2602-0024,Baardheere,Iftin
CCCM-SO2602-0105,Baardheere,Ileys
CCCM-SO2602-0123,Baardheere,Jameca
CCCM-SO2602-0002,Baardheere,Jirih
CCCM-SO2602-0106,Baardheere,Juba
CCCM-SO2602-0124,Baardheere,Juba Baraawa
CCCM-SO2602-0125,Baardheere,Kastuumis
CCCM-SO2602-0018,Baardheere,Kaydsaney
CCCM-SO2602-0108,Baardheere,Kulan
CCCM-SO2602-0019,Baardheere,Kulimye Centre
CCCM-SO2602-0020,Baardheere,Liban
CCCM-SO2602-0035,Baardheere,Madina
CCCM-SO2602-0021,Baardheere,Man Deeq
CCCM-SO2602-0126,Baardheere,Midnino
CCCM-SO2602-0110,Baardheere,Muruqmaal
CCCM-SO2602-0111,Baardheere,Najax
CCCM-SO2602-0010,Baardheere,Returnees
CCCM-SO2602-0127,Baardheere,Sacid
CCCM-SO2602-0128,Baardheere,Shabeel
CCCM-SO2602-0022,Baardheere,Tawakal
CCCM-SO2602-0023,Baardheere,Towfiq
CCCM-SO2602-0129,Baardheere,Tuwerey
CCCM-SO2602-0011,Baardheere,Waabari
CCCM-SO2602-0130,Baardheere,Wardher
CCCM-SO2602-0112,Baardheere,Warsans
CCCM-SO2603-0001,Belet Xaawo,Ajuran
CCCM-SO2603-0002,Belet Xaawo,Beled_Amin
CCCM-SO2603-0003,Belet Xaawo,Lidan
CCCM-SO2603-0004,Belet Xaawo,Jiroon
CCCM-SO2603-0005,Belet Xaawo,Labi-Ad
CCCM-SO2604-0001,Ceel Waaq,Bardera
CCCM-SO2604-0003,Ceel Waaq,Qoryole
CCCM-SO2604-0004,Ceel Waaq,Caracase
CCCM-SO2604-0005,Ceel Waaq,Dudun Dheer
CCCM-SO2604-0006,Ceel Waaq,Malka Hida
CCCM-SO2604-0007,Ceel Waaq,Tula Qurax
CCCM-SO2605-0001,Doolow,Kabasa
CCCM-SO2605-0002,Doolow,Qansaxley
CCCM-SO2605-0003,Doolow,Kaxareey
CCCM-SO2605-0004,Doolow,Ladan
CCCM-SO2605-0005,Doolow,Qurdubey
CCCM-SO2606-0001,Luuq,Busley
CCCM-SO2606-0002,Luuq,Boyle
CCCM-SO2606-0003,Luuq,Duyacley
CCCM-SO2606-0004,Luuq,Dogob
CCCM-SO2606-0005,Luuq,Galun
CCCM-SO2606-0006,Luuq,Garmadow
CCCM-SO2606-0010,Luuq,Kulmiye
CCCM-SO2606-0012,Luuq,Madina
CCCM-SO2606-0014,Luuq,Aarshaamo
CCCM-SO2606-0015,Luuq,Alle Qabe
CCCM-SO2606-0017,Luuq,Banadir
CCCM-SO2606-0019,Luuq,Beer Bilcaan
CCCM-SO2606-0022,Luuq,Buurdhuuba
CCCM-SO2606-0024,Luuq,Diinsoor
CCCM-SO2606-0025,Luuq,Daryeel
CCCM-SO2606-0026,Luuq,Dayax
CCCM-SO2606-0028,Luuq,Hilaac
CCCM-SO2606-0032,Luuq,Maykarabey
CCCM-SO2606-0033,Luuq,Qansax Dheere
CCCM-SO2606-0034,Luuq,Qeyro
CCCM-SO2606-0035,Luuq,Sariiro
CCCM-SO2606-0036,Luuq,Shiniile
CCCM-SO2606-0037,Luuq,Wadajir
CCCM-SO2606-0038,Luuq,Wan Cari
CCCM-SO2606-0039,Luuq,Xidig
CCCM-SO2606-0041,Luuq,Banhadile
CCCM-SO2606-0042,Luuq,Barargabo
CCCM-SO2606-0048,Luuq,Dhaydheere
CCCM-SO2606-0050,Luuq,Kahweyna
CCCM-SO2606-0051,Luuq,Lafoole
CCCM-SO2606-0053,Luuq,Madawaja
CCCM-SO2606-0058,Luuq,Akara
CCCM-SO2606-0059,Luuq,Babaa
CCCM-SO2606-0060,Luuq,Haji Dhere
CCCM-SO2606-0061,Luuq,Rahole
CCCM-SO2801-0001,Kismaayo,Abaq Banbow
CCCM-SO2801-0002,Kismaayo,Adat Gari
CCCM-SO2801-0003,Kismaayo,Ahmed Bin Xambal
CCCM-SO2801-0004,Kismaayo,Alhamdu
CCCM-SO2801-0005,Kismaayo,Alla Suge
CCCM-SO2801-0006,Kismaayo,Alle Aamin
CCCM-SO2801-0007,Kismaayo,Alle Qabe
CCCM-SO2801-0008,Kismaayo,Amuudiyow
CCCM-SO2801-0009,Kismaayo,Anjeel
CCCM-SO2801-0010,Kismaayo,Arare
CCCM-SO2801-0011,Kismaayo,Bacaad
CCCM-SO2801-0012,Kismaayo,Badar 1
CCCM-SO2801-0013,Kismaayo,Badar 2
CCCM-SO2801-0014,Kismaayo,Bahane
CCCM-SO2801-0015,Kismaayo,Bakeeele
CCCM-SO2801-0016,Kismaayo,Baladu Rahma
CCCM-SO2801-0017,Kismaayo,Banaadir
CCCM-SO2801-0018,Kismaayo,Bangeni
CCCM-SO2801-0019,Kismaayo,Barako
CCCM-SO2801-0020,Kismaayo,Barawe
CCCM-SO2801-0021,Kismaayo,Barawe 2
CCCM-SO2801-0022,Kismaayo,Barawe 3
CCCM-SO2801-0023,Kismaayo,Bariga Dhahe
CCCM-SO2801-0024,Kismaayo,Barwaaqo
CCCM-SO2801-0025,Kismaayo,Bass 1
CCCM-SO2801-0026,Kismaayo,Bass 2
CCCM-SO2801-0027,Kismaayo,Bass 3
CCCM-SO2801-0028,Kismaayo,Biyole
CCCM-SO2801-0029,Kismaayo,Borow
CCCM-SO2801-0030,Kismaayo,Buale
CCCM-SO2801-0032,Kismaayo,Burgaan
CCCM-SO2801-0033,Kismaayo,Buula Banaan
CCCM-SO2801-0034,Kismaayo,Buulo Fatura
CCCM-SO2801-0035,Kismaayo,Buulo Gaduud
CCCM-SO2801-0036,Kismaayo,Buulo Hussein
CCCM-SO2801-0037,Kismaayo,Galbet
CCCM-SO2801-0039,Kismaayo,Hashi
CCCM-SO2801-0040,Kismaayo,Jibril
CCCM-SO2801-0041,Kismaayo,Kulmiye
CCCM-SO2801-0042,Kismaayo,Naji
CCCM-SO2801-0043,Kismaayo,Owliyo
CCCM-SO2801-0044,Kismaayo,Sulay
CCCM-SO2801-0045,Kismaayo,Camp4
CCCM-SO2801-0046,Kismaayo,Dano
CCCM-SO2801-0047,Kismaayo,Danwadaag
CCCM-SO2801-0048,Kismaayo,Daryeel
CCCM-SO2801-0050,Kismaayo,Dharkanley
CCCM-SO2801-0051,Kismaayo,Dhumaase
CCCM-SO2801-0053,Kismaayo,Dudu
CCCM-SO2801-0054,Kismaayo,Farhan
CCCM-SO2801-0055,Kismaayo,Farhantwo
CCCM-SO2801-0056,Kismaayo,Feer Sagara
CCCM-SO2801-0057,Kismaayo,Gabow
CCCM-SO2801-0058,Kismaayo,Galayrada
CCCM-SO2801-0059,Kismaayo,Galey
CCCM-SO2801-0060,Kismaayo,Gargaar
CCCM-SO2801-0061,Kismaayo,Geldone
CCCM-SO2801-0062,Kismaayo,Gimey
CCCM-SO2801-0063,Kismaayo,Gubakibir
CCCM-SO2801-0065,Kismaayo,Habaaqa
CCCM-SO2801-0066,Kismaayo,Haidafin
CCCM-SO2801-0067,Kismaayo,Haji Bola
CCCM-SO2801-0068,Kismaayo,Halane
CCCM-SO2801-0069,Kismaayo,Halgan
CCCM-SO2801-0070,Kismaayo,Halgan 2
CCCM-SO2801-0071,Kismaayo,Hamdi 1
CCCM-SO2801-0072,Kismaayo,Hamdi 2
CCCM-SO2801-0073,Kismaayo,Hamdi 3
CCCM-SO2801-0074,Kismaayo,Hangish
CCCM-SO2801-0075,Kismaayo,Haraac
CCCM-SO2801-0076,Kismaayo,Harbole
CCCM-SO2801-0077,Kismaayo,Hilac
CCCM-SO2801-0078,Kismaayo,Horiyo
CCCM-SO2801-0079,Kismaayo,Indha Badan
CCCM-SO2801-0082,Kismaayo,Janaa Abdalla
CCCM-SO2801-0083,Kismaayo,Jibirti 1
CCCM-SO2801-0084,Kismaayo,Jibirti 2
CCCM-SO2801-0086,Kismaayo,Juba
CCCM-SO2801-0087,Kismaayo,Kaal Modoon
CCCM-SO2801-0088,Kismaayo,Kamatireey
CCCM-SO2801-0089,Kismaayo,Kanjaron
CCCM-SO2801-0090,Kismaayo,Kebo
CCCM-SO2801-0091,Kismaayo,Khalid 1
CCCM-SO2801-0094,Kismaayo,Kooban 2
CCCM-SO2801-0095,Kismaayo,Lafole
CCCM-SO2801-0096,Kismaayo,Luqman Galler
CCCM-SO2801-0097,Kismaayo,Magar
CCCM-SO2801-0099,Kismaayo,Mano Muufo
CCCM-SO2801-0100,Kismaayo,Mareerey
CCCM-SO2801-0101,Kismaayo,Mariino
CCCM-SO2801-0102,Kismaayo,Mofi
CCCM-SO2801-0103,Kismaayo,Mudul
CCCM-SO2801-0104,Kismaayo,Mumino Market
CCCM-SO2801-0105,Kismaayo,Muse Haji
CCCM-SO2801-0106,Kismaayo,Nageeye
CCCM-SO2801-0107,Kismaayo,Najax
CCCM-SO2801-0108,Kismaayo,Nasib
CCCM-SO2801-0109,Kismaayo,Nasru -Din
CCCM-SO2801-0111,Kismaayo,Qalbi Shareef
CCCM-SO2801-0112,Kismaayo,Qeyre
CCCM-SO2801-0113,Kismaayo,Qoryoley
CCCM-SO2801-0114,Kismaayo,Rajo
CCCM-SO2801-0115,Kismaayo,Saakuyee
CCCM-SO2801-0116,Kismaayo,Sabatuni
CCCM-SO2801-0117,Kismaayo,Sagal
CCCM-SO2801-0118,Kismaayo,Sahal
CCCM-SO2801-0119,Kismaayo,Sanguuni
CCCM-SO2801-0120,Kismaayo,Sato
CCCM-SO2801-0121,Kismaayo,Shabac
CCCM-SO2801-0122,Kismaayo,Shamow
CCCM-SO2801-0123,Kismaayo,Soyaa
CCCM-SO2801-0124,Kismaayo,Talex
CCCM-SO2801-0125,Kismaayo,Tariiqane
CCCM-SO2801-0126,Kismaayo,Tawakal 1
CCCM-SO2801-0127,Kismaayo,Tawakal 2
CCCM-SO2801-0128,Kismaayo,Tawakal 3
CCCM-SO2801-0129,Kismaayo,Towfiq 1
CCCM-SO2801-0130,Kismaayo,Towfiq 2
CCCM-SO2801-0131,Kismaayo,Wadajir
CCCM-SO2801-0132,Kismaayo,Wamo 1
CCCM-SO2801-0133,Kismaayo,Wamo 2
CCCM-SO2801-0134,Kismaayo,Wamo 3
CCCM-SO2801-0135,Kismaayo,Wardher
CCCM-SO2801-0136,Kismaayo,Wariri
CCCM-SO2801-0137,Kismaayo,Warshada A
CCCM-SO2801-0138,Kismaayo,Warshada B1
CCCM-SO2801-0139,Kismaayo,Warshada B2
CCCM-SO2801-0140,Kismaayo,Warshada C
CCCM-SO2801-0141,Kismaayo,Warshada D
CCCM-SO2801-0142,Kismaayo,Yaaq
CCCM-SO2801-0143,Kismaayo,Yaman
CCCM-SO2801-0144,Kismaayo,Yaq Bishaaro
CCCM-SO2801-0145,Kismaayo,Yaq Halul
CCCM-SO2801-0146,Kismaayo,Yaqshabeel
CCCM-SO2801-0147,Kismaayo,Badbaado 1
CCCM-SO2801-0148,Kismaayo,Badbaado 2
CCCM-SO2801-0149,Kismaayo,Bulabartira
CCCM-SO2801-0150,Kismaayo,Bulagarasey
CCCM-SO2801-0151,Kismaayo,Buurdheer
CCCM-SO2801-0152,Kismaayo,Kalil
CCCM-SO2801-0153,Kismaayo,Dhasheeg
CCCM-SO2801-0154,Kismaayo,Eljale 1
CCCM-SO2801-0155,Kismaayo,Eljale 2
CCCM-SO2801-0156,Kismaayo,Hajiweyne
CCCM-SO2801-0157,Kismaayo,Istambul
CCCM-SO2801-0158,Kismaayo,Mubarak
CCCM-SO2801-0159,Kismaayo,New Bulagadud
CCCM-SO2801-0160,Kismaayo,Rahole
CCCM-SO2801-0161,Kismaayo,Riqato
CCCM-SO2801-0162,Kismaayo,Shimbirey
CCCM-SO2801-0163,Kismaayo,Yaq Calolweyn
CCCM-SO2801-0164,Kismaayo,Yontoy
CCCM-SO2801-0166,Kismaayo,Barkada Sharifada
CCCM-SO2801-0168,Kismaayo,Dulcad
CCCM-SO2801-0170,Kismaayo,Malaylay
CCCM-SO2801-0173,Kismaayo,Qarsa
CCCM-SO2801-0174,Kismaayo,Sakow
CCCM-SO2801-0175,Kismaayo,Xarxaar
CCCM-SO2801-0300,Kismaayo,Alle Bari
CCCM-SO2801-0301,Kismaayo,Carmaale
CCCM-SO2801-0302,Kismaayo,Horseed
CCCM-SO2801-0303,Kismaayo,Misir
CCCM-SO2801-0304,Kismaayo,Naftaquur
CCCM-SO2801-0305,Kismaayo,Basro
CCCM-SO2801-0306,Kismaayo,BULO YANYO
CCCM-SO2801-0307,Kismaayo,Danyare
CCCM-SO2801-0308,Kismaayo,Hadweyne
CCCM-SO2801-0309,Kismaayo,Kaytoy
CCCM-SO2801-0310,Kismaayo,Maankab
CCCM-SO2801-0311,Kismaayo,Qoraxey
CCCM-SO2802-0003,Afmadow,Bulada Dirisamaha
CCCM-SO2802-0004,Afmadow,Cameroon
CCCM-SO2802-0009,Afmadow,Awaqbanboow
CCCM-SO2802-0018,Afmadow,Arbow
CCCM-SO2802-0019,Afmadow,Comp Qorax
CCCM-SO2802-0020,Afmadow,Danwadaag
CCCM-SO2802-0023,Afmadow,Mowlid Laqay
CCCM-SO2802-0025,Afmadow,Abaq
CCCM-SO2802-0026,Afmadow,Airport
CCCM-SO2802-0027,Afmadow,Bari
CCCM-SO2802-0028,Afmadow,Bilisaa
CCCM-SO2802-0029,Afmadow,Buale
CCCM-SO2802-0030,Afmadow,Kaxda Nabada
CCCM-SO2802-0031,Afmadow,Soya
CCCM-SO2802-0032,Afmadow,Yaaq
CCCM-SO2802-0033,Afmadow,Hagar
CCCM-SO2802-0034,Afmadow,Hawina
CCCM-SO2802-0035,Afmadow,Hodan
CCCM-SO2802-0037,Afmadow,Wadajir
CCCM-SO2802-0038,Afmadow,Barwaqo
CCCM-SO2802-0039,Afmadow,Daryel
CCCM-SO2802-0040,Afmadow,Hiraan
CCCM-SO2802-0041,Afmadow,Jimo
